time,row,col,demand
15,5,5,51
144,2,0,0
39,3,3,75
483,5,2,0
246,1,6,14
305,2,1,6
225,6,2,0
72,3,6,73
366,4,7,57
87,0,3,243
505,5,4,29
332,1,3,71
186,1,2,46
620,1,1,0
431,7,3,12
616,3,5,167
15,4,7,51
579,5,3,10
69,6,6,94
141,5,0,0
507,5,0,0
702,3,7,112
446,7,7,0
455,6,4,45
444,6,3,0
99,6,3,0
130,5,2,0
334,5,2,6
227,5,3,0
127,4,1,0
151,1,4,0
159,1,4,62
149,4,4,0
21,2,0,0
586,2,6,0
58,4,2,0
725,3,0,0
476,1,7,117
325,4,2,0
204,0,3,53
407,2,7,238
141,3,6,394
252,1,4,39
624,1,1,19
168,4,0,0
582,2,5,34
627,6,1,0
204,0,5,28
614,3,1,11
457,4,3,61
93,5,4,12
723,3,4,281
636,7,1,0
637,3,1,30
161,1,3,55
349,0,1,6
179,0,1,12
32,6,6,0
317,7,4,10
103,0,0,0
68,4,4,94
40,5,1,43
436,4,6,33
55,4,0,0
528,2,6,1023
442,5,4,0
228,4,5,5
279,2,0,5
357,7,2,0
581,3,7,54
699,6,5,35
47,2,6,86
45,1,7,66
374,2,4,205
712,7,2,0
508,6,6,0
553,1,5,158
594,7,7,0
392,1,7,11
20,7,2,0
322,2,3,0
381,0,5,244
587,4,3,10
436,7,3,8
267,2,1,0
552,2,2,52
143,6,3,4
606,1,7,36
700,2,0,0
199,3,7,8
67,5,7,385
131,7,0,0
260,3,6,231
62,6,5,12
562,1,6,0
202,3,3,8
106,3,1,0
205,7,5,5
521,0,5,167
654,0,4,31
307,6,7,9
457,3,0,8
378,1,5,153
170,6,6,0
38,5,5,195
162,0,0,4
17,6,0,0
419,4,4,0
469,4,2,0
457,1,0,0
715,2,0,0
317,4,0,0
218,7,0,0
319,5,3,6
40,2,1,0
526,7,0,0
133,7,3,0
602,7,7,0
414,2,1,0
522,0,1,9
124,3,0,0
432,1,7,99
416,6,4,0
257,2,2,31
678,1,6,12
171,1,4,0
82,3,1,10
113,6,3,0
336,7,3,17
205,7,2,0
264,1,7,47
644,6,4,11
290,6,2,0
57,2,4,431
573,0,7,219
294,4,1,0
606,4,5,46
187,6,3,4
567,2,3,84
467,7,6,0
682,5,4,0
666,0,6,318
504,3,5,737
176,2,0,0
103,1,0,0
18,3,0,3
40,7,2,0
67,5,5,325
479,0,6,751
183,0,2,7
377,3,0,0
7,6,0,0
192,2,7,53
582,2,3,27
140,2,5,606
608,4,2,0
355,4,7,71
385,6,4,11
153,0,0,7
17,3,3,49
425,2,7,94
420,6,5,7
666,5,7,63
159,3,5,567
124,5,3,0
161,0,6,439
371,3,2,0
439,2,2,8
12,4,5,44
207,2,6,113
117,2,5,70
54,7,2,0
480,1,4,22
15,7,1,0
672,7,6,0
209,1,0,0
184,0,4,15
186,7,3,4
55,2,7,6
235,3,2,29
582,2,1,0
417,5,4,0
413,2,1,7
264,1,3,163
279,7,2,0
468,0,2,21
476,2,7,77
700,4,7,147
506,1,4,47
469,0,7,111
16,4,6,79
608,6,7,11
377,0,5,131
357,0,4,114
453,2,4,86
706,7,4,0
314,3,3,57
451,6,7,8
15,4,1,5
558,1,2,0
417,6,3,7
624,2,4,134
599,2,3,149
27,5,6,0
92,7,2,0
134,7,4,13
642,3,2,30
722,1,4,59
264,6,5,18
34,5,1,0
692,6,2,0
39,5,6,92
480,4,4,100
142,4,5,129
643,4,1,11
89,6,1,0
90,0,1,16
23,1,7,22
726,0,3,826
311,6,2,15
99,5,1,0
472,5,1,0
501,6,4,45
65,0,0,6
685,4,2,0
612,0,6,18
544,0,5,95
175,2,1,0
459,7,0,0
84,6,2,6
540,2,4,55
375,4,1,0
137,0,3,98
140,5,5,98
79,1,1,0
522,0,2,91
342,5,1,0
458,4,7,69
576,4,2,0
600,0,7,128
450,2,2,86
60,6,7,9
576,2,0,0
94,7,5,0
73,2,3,16
554,4,1,0
291,1,7,0
261,4,6,169
661,5,5,39
404,4,1,71
194,2,0,0
730,6,2,0
726,1,4,486
671,3,7,102
389,0,2,18
720,1,3,200
122,0,7,4
541,6,4,31
410,7,2,0
503,1,1,22
236,3,4,29
347,0,3,0
411,2,1,12
313,0,3,71
143,0,4,42
700,7,1,0
274,0,4,0
201,5,6,0
305,2,2,15
495,1,4,131
703,1,0,0
341,7,5,0
638,4,3,134
448,0,6,45
84,2,0,0
519,4,3,67
122,0,6,4
677,6,0,0
145,2,2,14
328,4,2,0
598,2,0,0
72,0,5,38
146,1,4,0
86,1,2,190
561,5,1,0
357,5,2,6
390,4,5,11
146,1,6,7
472,5,0,0
279,3,2,14
709,7,0,0
100,7,3,0
54,6,5,3
228,2,4,8
461,6,3,0
630,6,5,11
398,5,1,0
348,0,2,17
377,6,0,0
722,3,2,82
626,0,6,49
688,7,5,0
98,5,4,13
364,6,3,0
572,0,3,219
417,4,7,0
601,3,2,28
723,6,5,59
188,1,3,19
56,6,5,6
272,0,1,0
279,0,6,9
416,1,1,0
146,2,6,18
443,2,3,0
414,5,4,0
364,3,4,7
115,1,0,0
2,6,1,0
198,3,2,5
551,4,6,375
313,4,5,51
226,6,5,0
42,7,5,3
678,6,1,0
134,4,6,213
99,3,1,13
170,2,4,4
469,4,1,8
316,7,6,20
95,5,1,0
198,4,0,0
438,5,6,0
127,5,7,0
95,2,2,26
52,5,0,0
478,3,6,801
252,2,1,0
190,0,0,19
614,7,5,18
44,3,5,992
316,0,4,32
562,5,0,0
667,2,1,12
93,1,6,53
642,6,7,19
430,6,6,82
726,1,2,250
219,7,4,0
386,2,4,41
541,4,5,71
18,0,0,3
2,3,5,5
124,4,4,4
556,7,7,10
328,1,2,51
146,4,5,14
282,5,6,0
272,1,5,0
621,3,1,18
559,7,4,0
3,3,7,5
40,4,0,3
471,2,0,0
519,0,2,76
718,6,0,0
328,1,0,6
473,6,4,111
29,6,5,3
399,3,7,202
404,0,5,156
128,3,3,251
676,2,0,0
249,5,4,0
400,2,0,0
140,1,2,13
388,6,0,0
468,7,6,8
418,1,0,0
530,3,6,230
112,5,5,13
210,4,7,177
271,1,1,0
366,7,4,0
196,3,7,12
90,6,2,0
561,3,5,16
156,1,3,117
260,6,0,0
605,3,0,0
408,6,0,0
621,2,4,36
81,2,2,63
586,1,6,10
248,0,7,0
17,4,5,87
550,1,0,15
346,2,0,0
131,0,4,76
88,1,2,75
320,3,6,6
568,4,6,84
388,4,1,23
290,5,5,0
515,4,6,0
367,0,6,7
398,2,4,71
424,0,4,94
436,2,5,40
690,3,2,0
143,3,6,87
333,7,7,0
707,0,6,56
575,4,3,100
222,5,3,5
154,0,1,4
210,1,3,61
259,3,2,14
213,4,4,56
653,7,6,122
410,1,4,82
156,3,2,11
526,1,7,176
351,6,3,0
39,7,5,0
79,2,5,6
400,0,7,101
533,5,7,31
68,4,2,0
116,3,1,23
100,4,4,13
533,1,2,15
393,6,7,0
355,1,0,0
685,7,1,0
600,3,3,121
318,7,1,0
650,4,0,20
712,2,2,0
221,6,3,0
553,2,5,158
65,5,2,3
682,3,3,12
648,1,5,153
334,0,1,6
568,7,2,0
657,4,7,0
213,5,2,12
576,2,5,677
116,7,1,0
51,4,3,6
353,5,2,0
594,4,4,71
144,0,7,23
65,0,2,34
538,4,0,0
331,3,1,20
612,0,1,11
240,1,4,9
274,2,6,9
84,6,3,4
293,3,2,0
1,0,1,0
651,5,3,20
236,1,3,29
58,0,7,313
519,1,7,190
464,3,2,0
406,3,2,18
93,0,5,69
501,2,7,95
675,0,4,21
381,6,5,17
64,7,7,42
212,6,7,8
246,3,3,5
584,4,5,17
226,2,5,13
606,2,2,11
7,1,1,0
216,4,5,85
666,4,7,337
343,5,3,6
257,3,4,44
332,6,0,0
359,4,4,21
571,2,5,252
105,4,5,20
115,5,1,6
304,2,1,0
419,6,7,0
351,6,6,0
121,1,5,59
182,2,6,27
348,5,2,0
675,2,3,161
120,7,7,11
313,1,2,42
692,1,5,0
62,0,1,3
469,5,1,0
356,1,1,6
211,4,0,0
658,2,4,12
502,4,7,64
384,3,0,0
291,0,6,0
255,0,1,14
595,1,2,122
16,2,6,200
695,1,0,12
334,2,7,71
261,3,2,9
353,6,3,27
243,6,3,5
70,1,2,90
334,3,2,10
238,6,7,0
482,0,2,36
581,1,1,10
606,7,5,0
446,3,4,25
166,4,2,0
490,1,7,0
609,5,7,18
317,2,5,51
571,2,6,368
206,7,5,0
526,0,5,243
304,6,7,6
346,7,7,0
554,2,5,235
437,1,2,25
562,6,5,10
475,3,4,146
23,5,0,0
366,6,3,7
91,0,3,154
98,3,4,27
288,1,1,15
413,3,2,12
470,0,5,42
444,7,5,0
631,4,4,19
84,4,4,73
596,3,4,115
532,1,2,0
297,6,3,15
457,2,2,27
684,7,7,0
576,4,6,650
693,3,3,202
317,6,7,0
258,3,0,0
323,2,5,0
300,1,7,30
12,0,0,14
480,7,7,45
537,0,1,0
669,2,0,31
59,4,7,120
155,4,5,59
501,3,7,117
710,1,7,22
311,7,0,0
94,2,6,83
613,3,5,36
238,5,5,42
157,6,1,0
628,5,7,78
162,0,5,238
123,6,2,11
501,4,7,81
655,5,4,0
561,1,3,0
27,1,7,3
413,1,6,31
646,6,6,37
259,1,3,67
288,6,0,0
699,5,7,35
443,4,6,0
22,4,3,51
24,5,0,0
538,1,7,9
249,5,5,0
659,4,4,20
263,2,7,31
543,1,5,384
611,4,0,0
91,6,7,41
426,2,3,55
165,4,0,4
315,7,0,0
260,3,1,9
664,4,7,20
384,2,1,37
333,0,6,396
65,3,7,259
79,3,1,0
710,5,1,0
14,4,5,60
703,7,4,13
662,5,3,0
585,2,1,0
66,5,2,6
65,3,1,15
350,5,3,6
116,6,4,0
337,2,6,249
223,2,7,0
717,7,3,0
188,2,6,53
582,2,0,0
91,4,2,6
495,1,3,181
616,4,2,0
206,0,5,96
585,1,3,10
716,7,2,13
259,7,6,0
343,0,1,0
371,2,3,11
339,4,5,64
81,5,6,53
181,5,2,0
527,5,0,0
121,4,0,11
717,6,0,0
60,7,2,0
380,7,3,7
6,0,4,0
339,3,1,6
428,2,4,94
518,0,6,99
480,4,6,579
423,5,3,7
548,2,4,240
183,1,7,15
255,6,4,5
620,2,1,18
493,0,0,28
133,1,7,115
617,1,3,46
213,6,3,0
94,7,3,6
510,4,3,76
720,0,2,45
494,1,6,72
478,6,6,228
541,1,1,15
126,5,2,0
720,4,1,36
378,2,6,199
721,4,6,472
519,4,6,38
326,6,5,51
222,5,1,0
133,3,0,39
667,1,7,216
647,7,7,37
701,2,6,3216
178,1,2,0
153,4,6,30
677,0,4,33
189,6,4,4
668,1,5,286
0,7,5,0
518,5,7,85
565,3,7,16
3,4,2,0
634,3,7,0
23,0,1,5
180,3,2,4
556,2,7,58
302,3,5,107
357,3,5,291
202,3,5,25
327,0,1,10
117,7,7,23
520,2,5,176
91,2,1,4
89,1,1,22
506,2,3,85
511,5,0,0
350,5,1,0
205,5,3,0
367,4,3,96
460,2,2,56
710,4,6,0
586,4,3,0
476,1,5,302
578,6,2,0
236,2,4,42
574,2,3,252
14,1,3,109
457,5,1,21
67,4,6,849
261,5,5,39
350,2,3,91
679,3,0,0
431,2,1,7
139,7,1,0
294,5,6,6
560,0,3,10
520,2,0,0
486,3,5,28
138,3,4,74
37,3,5,61
183,4,3,7
259,1,4,22
53,6,5,0
233,2,4,21
498,3,1,14
331,1,6,97
290,1,0,0
10,3,6,155
614,1,6,36
625,0,0,0
280,3,6,29
379,4,4,50
325,1,4,87
17,0,5,213
151,3,1,0
335,1,3,77
672,3,0,0
183,5,5,27
641,2,7,49
97,1,3,73
208,7,4,16
216,6,2,0
255,0,7,44
339,4,4,27
439,0,3,40
525,7,0,0
516,3,4,61
718,5,7,125
427,1,7,149
274,3,0,0
626,6,3,0
158,1,3,77
50,7,4,6
270,4,4,9
126,0,4,0
159,0,0,11
686,0,7,0
31,0,5,3
153,6,6,7
185,4,3,19
113,4,6,56
583,7,5,0
246,2,5,0
177,6,1,0
97,1,5,40
271,0,2,0
414,4,3,407
721,6,6,132
287,4,5,56
550,4,5,295
325,7,2,0
717,0,4,190
483,1,4,14
675,7,3,21
566,7,7,10
586,2,5,17
622,4,7,57
99,4,1,0
234,5,7,37
90,4,6,209
117,5,7,13
606,5,1,0
467,7,2,0
40,4,2,0
640,1,4,67
400,2,2,41
559,7,5,0
403,6,2,41
503,0,6,986
504,4,3,219
78,7,1,0
139,6,7,21
474,4,4,21
285,0,2,9
235,7,7,13
579,2,5,210
436,1,1,0
702,6,4,13
213,3,2,5
109,5,6,6
448,5,0,0
243,1,2,14
352,3,6,108
118,7,1,0
118,6,4,4
336,5,6,372
282,1,4,18
383,5,0,0
90,6,3,6
579,3,3,61
8,1,7,27
601,2,2,110
212,3,1,16
619,5,3,28
575,0,5,722
723,5,4,59
64,1,2,39
224,4,0,0
128,1,0,0
454,5,2,0
703,4,5,246
158,5,5,172
20,3,4,145
61,6,4,608
716,2,3,281
199,6,2,0
696,5,6,125
609,0,1,0
24,1,1,3
131,0,6,80
84,3,1,16
371,1,2,0
610,2,3,18
90,5,0,10
424,0,0,19
343,3,2,0
450,5,1,0
327,7,4,0
334,5,4,0
250,2,4,14
482,7,5,36
547,3,7,129
705,3,6,281
716,4,3,0
111,2,6,37
353,5,3,17
708,1,7,43
46,0,6,109
204,3,7,12
117,6,4,23
160,3,0,41
274,7,1,0
35,1,0,0
536,4,0,0
552,4,4,68
115,1,5,93
393,7,1,0
419,1,0,0
85,1,0,4
267,2,3,18
340,4,7,10
183,1,3,27
374,4,6,35
490,6,7,0
607,3,7,18
426,4,4,63
472,3,2,8
468,2,6,27
523,1,1,53
691,6,3,0
655,6,7,0
579,3,0,0
8,6,0,0
162,6,6,4
386,0,5,160
269,7,4,0
257,2,6,139
333,2,2,20
282,7,5,5
216,5,0,0
628,4,4,86
73,5,6,4
498,1,1,14
159,3,4,146
40,4,5,195
147,2,6,7
42,2,2,158
530,2,1,0
154,4,6,77
569,6,0,0
214,6,1,0
34,6,2,0
339,0,4,33
197,6,4,0
579,6,1,0
650,1,2,165
252,2,5,58
215,7,6,5
277,3,6,9
561,3,0,0
445,1,0,0
108,1,4,6
630,6,7,37
633,7,7,0
389,5,7,18
226,4,5,16
550,6,3,9
340,6,1,6
164,2,2,23
615,6,3,0
574,3,2,32
262,2,1,17
500,0,6,231
114,3,5,63
220,0,1,0
588,2,0,0
399,5,0,0
81,2,0,0
643,0,5,37
111,4,1,6
255,1,3,72
224,6,0,0
50,1,1,0
647,2,6,213
83,5,2,0
124,2,6,4
691,0,7,0
562,3,2,0
65,4,7,205
223,3,1,0
322,6,0,0
557,6,6,10
185,6,7,7
251,7,2,0
541,0,3,31
440,0,6,13
442,6,4,0
675,6,0,0
22,7,0,0
549,1,5,175
459,3,1,13
354,0,1,27
612,1,1,0
502,6,0,0
106,5,3,10
501,0,2,117
374,4,3,50
124,0,4,11
358,4,3,33
632,4,0,0
84,4,7,83
522,3,6,219
48,7,6,3
326,4,5,51
115,5,6,20
666,5,2,0
129,2,0,0
615,3,6,92
178,6,5,0
86,1,5,604
502,7,7,8
73,2,2,12
370,3,2,0
582,1,3,34
98,1,4,4
543,1,7,151
504,7,0,0
574,4,2,0
455,4,6,45
293,2,7,40
34,0,5,229
615,0,5,28
516,3,3,29
19,5,2,5
15,4,4,19
168,4,1,7
464,0,7,13
141,4,5,126
177,7,4,15
728,7,7,154
370,2,5,28
518,3,5,67
665,2,3,325
419,3,3,0
193,1,1,5
364,3,2,22
459,4,6,21
6,0,6,0
545,7,6,0
434,2,3,144
154,7,7,4
120,3,5,46
605,4,0,0
724,1,3,200
486,4,0,0
178,3,0,0
237,5,2,0
253,1,0,0
545,6,3,25
453,0,5,40
546,2,2,209
190,6,1,0
462,0,6,0
192,3,0,0
214,0,1,12
713,1,3,13
527,0,5,746
150,6,7,0
7,6,6,24
65,0,5,229
322,2,6,0
36,3,7,226
407,7,3,0
601,0,3,103
534,5,4,9
552,1,3,158
203,4,5,25
180,3,4,15
65,3,4,87
592,6,4,0
378,5,0,0
249,1,6,14
695,7,7,0
57,6,3,0
212,6,5,16
437,3,4,25
474,6,4,8
205,4,6,8
476,2,6,194
623,6,4,28
703,4,3,203
424,5,6,7
319,4,7,0
406,2,7,96
525,6,3,9
222,7,5,0
551,7,5,9
128,2,4,13
300,5,0,0
168,7,4,12
242,2,3,58
520,0,0,9
357,6,0,10
99,3,0,4
240,4,6,31
525,6,7,91
196,6,1,0
301,1,1,6
250,6,3,0
418,4,5,7
251,7,1,0
91,3,3,38
719,6,1,0
412,3,1,0
211,5,0,0
287,0,3,38
634,4,1,0
70,0,0,12
11,5,3,0
370,1,2,0
603,0,3,121
199,5,4,0
384,0,5,351
731,1,3,141
525,2,7,129
668,3,6,561
152,1,4,30
395,4,4,11
491,2,7,0
294,1,2,19
210,0,1,0
292,3,1,6
67,3,1,15
410,0,6,493
421,2,5,70
414,5,6,7
406,0,4,96
109,5,0,0
468,5,7,42
656,0,0,0
443,1,1,0
581,5,7,34
89,3,4,44
308,5,1,0
136,3,6,1189
157,5,2,0
597,5,2,10
452,2,5,58
329,3,5,113
373,1,1,7
93,7,5,19
486,2,7,64
28,3,0,20
124,2,1,0
239,4,2,0
181,5,1,0
312,4,6,216
210,2,4,116
692,0,2,0
404,3,4,60
412,4,1,24
365,0,7,35
567,4,5,100
461,1,7,96
170,6,4,0
450,7,5,20
34,0,4,421
604,6,6,18
428,7,2,19
188,2,3,43
390,2,5,11
346,3,7,0
608,0,6,57
297,4,7,9
21,5,1,3
277,0,1,0
253,2,5,72
480,3,1,22
66,0,2,24
325,2,2,57
529,1,5,129
727,6,3,82
717,1,1,0
328,6,5,32
315,5,4,10
250,6,6,0
335,3,7,42
65,1,3,192
237,4,2,0
350,7,2,0
461,2,2,56
498,0,4,159
580,7,7,17
487,4,5,28
72,0,1,0
585,7,6,0
123,3,7,0
592,4,7,78
493,5,7,8
390,3,4,7
101,1,4,0
460,6,5,48
605,4,3,75
390,3,1,0
703,6,7,22
55,1,3,6
707,6,5,78
242,0,4,22
211,4,7,137
454,1,4,78
116,0,5,145
217,1,1,5
433,6,3,20
550,3,6,928
399,5,3,0
483,6,7,0
614,4,6,28
394,5,1,0
117,2,0,0
551,6,2,9
390,0,0,0
516,6,4,0
152,3,0,0
376,5,5,7
461,3,3,42
609,1,1,0
430,5,0,0
680,4,5,0
110,3,6,20
457,6,5,0
4,1,6,14
32,1,7,109
158,7,6,4
464,1,7,8
227,6,7,0
652,4,6,51
493,1,5,334
100,7,7,0
317,1,4,0
124,0,6,0
174,6,2,7
500,3,2,14
151,5,4,0
94,0,1,19
46,3,2,32
168,0,3,43
612,2,4,11
187,4,2,0
424,3,6,94
595,6,4,17
8,5,3,3
41,5,3,0
349,1,4,44
172,6,6,4
3,5,7,0
1,7,4,0
693,2,3,375
622,2,4,92
318,4,2,0
559,5,5,26
670,7,4,12
60,6,3,60
445,7,5,0
647,6,1,19
67,1,4,96
372,6,1,0
259,3,5,84
108,2,1,0
334,0,4,113
517,3,5,76
689,6,6,0
661,0,4,20
504,1,6,1027
269,7,7,0
40,7,5,9
644,0,2,97
154,5,5,69
7,4,0,0
445,1,3,53
624,6,3,0
323,5,2,0
537,5,2,0
664,0,6,204
144,3,7,30
220,0,5,0
515,2,2,0
75,6,3,4
647,2,7,231
76,5,3,0
456,1,7,77
53,4,3,9
486,5,7,36
69,2,3,301
666,1,2,153
103,5,1,0
539,1,7,0
629,4,1,0
107,2,7,17
657,4,6,0
172,4,5,89
57,2,0,0
450,7,1,0
501,6,5,50
615,0,0,11
23,6,7,3
262,7,1,0
269,4,7,9
468,2,2,21
154,4,0,0
181,1,3,34
194,1,3,28
120,3,7,28
283,0,6,14
688,2,4,342
583,1,2,17
228,2,2,5
667,6,6,133
546,1,6,135
158,2,0,0
582,5,5,27
304,6,1,0
158,4,6,263
404,3,5,190
25,0,3,20
27,0,0,0
334,5,3,0
329,4,0,0
166,6,5,30
647,4,0,11
83,4,3,83
268,0,0,0
503,6,6,36
239,0,2,37
261,3,4,62
139,5,3,101
454,4,6,33
685,1,7,375
96,2,2,17
300,0,4,19
589,6,4,0
428,4,7,43
548,5,1,9
548,1,7,215
51,5,5,6
439,5,3,8
498,4,0,22
555,2,6,184
503,0,1,14
83,5,3,10
603,7,3,11
47,0,7,32
175,2,2,0
575,6,6,42
665,2,2,82
245,0,7,17
414,7,2,0
637,1,2,30
10,5,4,11
497,0,0,8
664,0,1,51
237,1,0,0
402,6,2,0
535,3,5,31
398,5,4,7
171,2,7,0
275,6,6,79
725,0,5,1461
112,5,2,0
349,4,2,0
123,1,7,0
130,7,7,0
696,7,5,22
224,2,1,0
585,1,5,0
377,5,1,0
232,3,7,21
629,3,6,78
729,2,1,14
637,2,1,0
295,7,2,0
20,3,1,5
547,4,4,40
516,7,1,0
327,2,0,0
197,0,0,0
500,2,5,167
334,0,2,42
531,6,6,9
177,2,4,0
285,1,3,65
333,2,1,6
378,6,3,39
463,5,1,0
37,2,7,298
422,3,0,0
662,5,4,20
323,6,6,0
251,6,2,0
131,1,7,111
37,2,0,0
264,6,4,29
284,4,5,61
306,5,0,0
234,7,6,5
57,0,2,111
429,5,0,0
556,3,1,10
99,4,3,40
13,5,0,0
194,6,3,16
182,2,7,24
254,4,2,0
219,5,6,16
61,3,4,64
306,6,6,6
156,4,3,4
704,1,0,13
706,6,0,0
561,2,5,10
478,0,2,13
272,6,7,0
635,6,6,0
594,6,5,88
493,2,0,0
432,0,7,190
209,4,5,105
292,5,2,0
28,5,1,0
570,4,3,68
604,2,3,128
421,1,1,0
681,7,5,0
319,4,0,0
297,2,1,0
335,4,0,6
487,7,3,8
382,4,3,63
385,6,6,0
281,3,3,14
168,7,0,0
71,1,5,87
644,2,1,0
619,2,7,75
304,3,1,0
253,6,6,14
36,2,3,315
206,3,6,88
556,1,0,0
597,1,0,0
95,3,1,0
590,0,5,98
601,4,5,185
177,2,7,0
356,2,0,0
556,5,2,10
605,0,1,0
375,6,0,0
343,4,2,0
202,7,3,5
28,7,4,3
383,1,5,249
224,3,2,0
653,5,6,31
558,7,5,0
481,3,1,0
60,5,5,96
285,1,2,41
641,7,2,0
160,0,0,14
319,6,5,6
393,5,5,0
99,5,4,0
194,5,5,48
6,6,7,0
562,7,7,0
439,4,1,0
374,0,7,103
129,7,3,0
45,5,7,20
560,1,3,10
106,0,4,10
590,4,1,10
627,5,4,30
384,1,6,692
547,2,0,0
448,2,2,25
540,3,7,49
656,5,4,0
446,3,6,45
47,3,7,23
400,3,4,71
582,5,1,0
579,0,2,71
193,7,5,8
576,1,5,650
586,3,5,0
281,4,7,47
167,7,1,0
307,3,3,79
30,7,4,0
337,5,7,17
607,6,4,36
231,3,7,21
20,2,7,306
607,4,6,0
384,5,3,48
179,1,1,0
454,0,5,53
121,2,2,11
461,7,5,13
557,3,4,74
309,1,0,0
316,1,0,6
160,1,2,69
646,0,4,127
180,6,5,7
295,2,1,0
367,1,1,7
97,4,2,0
403,6,6,0
598,2,7,159
528,4,1,9
659,5,2,0
515,2,0,0
369,3,5,28
662,3,4,102
651,6,3,0
564,7,3,0
245,7,3,5
323,7,0,0
389,5,2,0
708,4,5,99
75,3,1,0
508,7,3,9
225,1,4,0
76,7,4,0
656,0,7,12
657,5,6,0
722,1,0,0
357,7,6,0
598,1,2,98
419,0,2,7
408,0,2,51
604,7,7,28
545,5,0,0
284,6,3,0
13,7,6,41
566,4,2,0
480,3,4,109
282,7,6,47
611,1,0,11
10,7,6,3
89,2,0,0
427,2,3,94
437,1,7,45
529,7,7,9
652,3,2,31
306,7,1,0
44,7,6,9
254,0,7,27
696,2,2,43
41,0,1,3
9,7,3,5
589,4,1,10
390,0,1,0
656,0,4,0
419,7,4,0
452,1,3,111
367,6,0,0
141,7,6,11
492,6,5,14
41,7,6,0
540,7,2,0
297,4,5,0
474,4,3,27
561,6,5,0
680,0,7,12
419,1,1,0
201,0,6,0
491,6,3,0
6,3,0,0
499,4,1,8
60,5,7,45
661,1,6,141
595,1,6,230
468,0,5,8
647,5,3,0
603,3,1,0
131,7,3,7
80,2,3,19
494,6,6,8
62,4,5,81
530,2,7,65
295,1,4,0
237,0,4,29
407,7,4,11
13,4,0,0
667,2,6,396
327,6,4,6
374,5,2,0
16,1,2,46
170,5,1,0
321,2,7,0
583,3,0,0
474,0,4,90
593,0,4,78
102,3,1,0
1,0,6,8
235,6,0,0
44,0,5,622
328,2,6,119
459,2,5,42
710,4,7,0
398,3,2,7
65,2,0,0
416,1,4,7
711,7,1,0
229,6,2,0
528,7,7,15
62,7,4,3
692,0,4,0
548,3,6,528
513,0,7,15
364,4,2,0
403,0,2,11
655,1,5,20
436,5,5,25
38,6,7,18
521,5,5,275
151,3,4,0
397,3,3,78
412,4,6,113
287,3,1,9
52,6,0,0
51,7,1,0
590,6,7,10
709,7,4,0
349,6,7,21
726,0,5,1992
337,1,0,6
157,3,5,220
539,7,2,0
196,0,5,28
544,7,2,0
685,2,7,161
274,2,4,5
684,2,6,12
47,3,2,0
397,2,3,160
111,5,4,4
489,1,6,8
217,6,7,0
6,1,6,0
134,2,6,181
499,4,3,36
715,4,3,91
128,6,4,4
218,1,7,59
212,7,7,0
516,3,2,9
464,4,5,13
235,6,5,13
23,1,6,46
269,6,4,0
158,4,0,0
615,7,6,0
516,2,2,29
129,4,6,91
100,5,6,0
299,0,5,0
164,3,6,2026
613,3,1,0
584,0,5,0
8,3,4,5
434,7,5,8
535,6,5,0
457,4,1,13
145,1,6,25
290,6,6,0
120,5,1,7
550,7,1,0
602,5,7,57
629,6,3,0
405,5,2,7
706,0,7,99
405,5,5,78
443,5,0,0
166,6,7,103
702,1,6,1854
536,2,7,0
441,5,5,8
395,6,4,0
67,1,7,779
33,4,1,80
476,1,6,138
46,2,0,0
725,7,6,45
277,6,7,9
430,1,6,43
152,1,6,14
645,7,3,0
333,5,7,57
681,3,5,12
507,3,7,53
473,6,7,21
258,1,7,53
350,4,3,37
449,5,6,53
95,1,0,10
495,4,7,81
192,4,4,25
231,2,0,0
437,5,1,8
58,4,7,79
321,0,4,0
259,2,0,5
219,3,0,0
362,4,0,0
426,3,2,12
36,5,3,14
398,0,3,53
347,1,7,6
503,2,5,362
348,4,1,6
102,4,6,0
43,4,3,72
528,5,0,0
317,1,5,32
372,5,7,22
236,5,0,0
359,2,7,125
423,2,1,0
693,3,2,107
597,7,3,17
342,7,5,6
610,7,7,0
290,4,4,0
92,0,7,123
353,3,3,71
312,0,0,10
224,2,3,5
367,6,2,0
228,4,6,0
411,7,6,0
297,4,2,0
433,0,4,91
437,6,0,0
602,2,6,260
307,1,4,30
35,0,2,77
29,4,2,20
465,4,2,0
667,1,5,223
396,1,1,0
96,3,7,20
252,0,3,36
225,2,2,0
163,3,4,106
665,7,7,20
88,5,1,0
380,5,2,0
619,0,0,28
259,1,5,50
403,0,6,186
32,4,6,3
279,3,1,9
127,0,5,4
492,5,1,22
77,2,5,0
416,4,1,0
9,0,6,114
498,4,7,217
144,1,5,25
619,1,6,36
487,5,0,0
685,2,2,66
419,5,5,12
667,6,4,0
541,5,1,0
612,4,1,0
443,0,1,0
82,6,2,0
602,2,1,0
309,7,3,0
523,0,7,181
609,5,4,0
720,2,7,95
574,2,4,303
174,4,3,7
692,5,5,0
58,5,0,0
514,4,0,0
211,3,0,0
701,4,0,0
500,7,3,0
337,6,0,0
475,4,1,0
87,7,3,0
552,6,1,10
563,4,7,0
45,7,1,0
240,6,7,5
47,2,1,3
502,5,5,267
311,2,7,64
200,3,1,0
167,0,4,245
132,1,5,178
707,2,6,203
395,2,0,0
264,2,3,47
622,0,3,64
426,7,0,0
202,2,4,12
339,2,7,71
317,2,4,16
609,6,2,0
91,7,3,6
